documento,nombre,grupo,profesor
692081,Trinidad Rosa Alfaro de la O,6B,Profe Juan
928198,Conchita Isabel Hurtado,7B,Profe Ana
177526,Eduardo Mares,7A,Profe Juan
757667,Alberto Carmen Espinoza Solorzano,6C,Profe Ana
945510,Natalia Aponte,6B,Profe Juan
573216,Antonio Henríquez,7C,Profe Juan
657393,Mtro. Jerónimo Vanegas,6B,Profe Ana
181680,Ing. Ángela Iglesias,6C,Profe Carlos
706421,David Ramiro Carvajal Garay,7B,Profe Ana
113506,Inés Karina Carrión,6A,Profe Laura
419992,Martha Ana Quesada Hernández,7C,Profe Juan
816965,Lic. Elisa Godínez,7B,Profe Juan
669715,Mtro. Juan Carlos Ojeda,7B,Profe Laura
784419,Lic. Mario Maldonado,6A,Profe Juan
955582,Evelio Lucía Treviño,7B,Profe Ana
679639,Graciela Cecilia Mendoza,7C,Profe Ana
174616,Lic. Mitzy Loya,7C,Profe Laura
134918,Luisa Guadalupe Ortiz Vargas,6B,Profe Carlos
922676,Mercedes Apodaca Arias,6A,Profe Laura
870682,Lic. Irma Castellanos,7B,Profe Laura
471613,Gilberto Benito Pelayo,6C,Profe Carlos
274235,Miguel Lourdes Parra Solorio,6C,Profe Juan
947658,Silvano Sanabria Roldán,6A,Profe Carlos
768925,Sr(a). Rolando Cornejo,7C,Profe Carlos
600273,Luis Manuel Salas,6A,Profe Laura
934362,Miguel Monroy Mendoza,7B,Profe Laura
831036,Patricia Joaquín González,6C,Profe Ana
678477,Graciela Lozano,6A,Profe Carlos
995931,Perla Mateo Saucedo,7C,Profe Carlos
354369,Helena Teodoro Chapa,7C,Profe Juan
732194,Elvia Esperanza de Anda Niño,7A,Profe Carlos
104594,Óliver Blanco,6B,Profe Juan
309816,María Luisa de la Fuente,6B,Profe Juan
580296,Gabino Francisco Javier Perea,7B,Profe Carlos
278039,Julia Patiño Rael,7A,Profe Ana
635378,Vicente Alta  Gracia Gallegos Espinoza,6C,Profe Juan
222192,Bernabé Quintanilla Laboy,7A,Profe Laura
216226,Úrsula Genaro Saldaña,7A,Profe Ana
457024,Noemí Homero Rosario Riojas,7B,Profe Juan
775230,Mtro. Lourdes Alfaro,6B,Profe Juan
675375,Cristina Verduzco,6C,Profe Carlos
780910,Alejandra Rafaél Correa,7B,Profe Laura
106701,Adriana Toledo,7C,Profe Laura
983082,Laura Ángela Cortez,7C,Profe Ana
195542,Estela Emiliano Soto Orozco,7A,Profe Ana
128401,Mtro. Mitzy Ramón,7B,Profe Carlos
303908,Anabel Soria,7B,Profe Laura
426413,Adalberto Isabel Velázquez Arenas,6B,Profe Ana
629299,Berta Sotelo,6A,Profe Carlos
919082,Sr(a). Raquel Velásquez,7C,Profe Juan
303263,Francisca Cristian Valencia,7B,Profe Carlos
893288,Mayte Lerma Quintero,7A,Profe Juan
414847,Victoria Palacios Lozada,6C,Profe Ana
298034,Nicolás Mata,7A,Profe Carlos
725867,Ing. José Manuél Blanco,7A,Profe Carlos
746470,Omar Inés Madrigal,6A,Profe Carlos
809444,Ing. Carlota Quiñónez,6C,Profe Laura
986011,Adalberto Esparza Urbina,6B,Profe Carlos
889634,Mónica Carlota Alcántar de la O,7C,Profe Ana
157004,Rubén Octavio Carrillo,6A,Profe Carlos
737106,Mtro. Raquel Cabrera,7B,Profe Carlos
770122,Felix Gerónimo Rojo Herrera,6B,Profe Carlos
215617,Dr. Antonia Zavala,7B,Profe Laura
614244,Virginia Mojica Saiz,7B,Profe Juan
708847,Irene Montero Toro,7A,Profe Ana
147471,Sr(a). Vanesa Castañeda,6A,Profe Laura
474490,Gabriela Ángel Santiago,7A,Profe Laura
407885,Bernabé Concepción,6A,Profe Carlos
131451,Sr(a). Adán Merino,6B,Profe Laura
330465,Martha Andrea Aguayo,7C,Profe Ana
750869,Esparta Armendáriz Arenas,7C,Profe Juan
759566,Úrsula Trejo,6C,Profe Juan
798575,Lucas Frida Mireles,7B,Profe Ana
548953,Israel Otero Mireles,7C,Profe Juan
894753,Victoria Bueno,6A,Profe Laura
214598,Dulce René Muñiz Ortiz,7C,Profe Juan
867024,Yuridia Gallardo,7A,Profe Juan
601503,Samuel Ojeda,6C,Profe Ana
440899,Araceli Fonseca Toro,6A,Profe Juan
717789,Mariano Ramón Vanegas,6A,Profe Juan
459367,Claudia Estela Noriega Alonso,7A,Profe Carlos
140738,Miguel Solís Calvillo,6B,Profe Laura
106698,Sessa Hernádez Sisneros,7A,Profe Laura
340851,Carla Parra Botello,6C,Profe Laura
549266,Concepción Judith Delgado,6C,Profe Carlos
704405,Julio Luisa Lucio,6C,Profe Juan
886295,Diana Mercado,7B,Profe Carlos
507587,Paola Genaro de León Treviño,6B,Profe Juan
974018,Rodolfo Eloisa Serrano Ureña,6A,Profe Laura
798891,Jaime Terán,6A,Profe Juan
898920,Dr. Claudia Villalobos,6B,Profe Juan
123379,Ruby Ureña,6C,Profe Juan
341723,Ángela Estévez Montero,7C,Profe Carlos
537187,Maximiliano Medrano,6B,Profe Juan
241144,Ing. Eloisa Galván,7C,Profe Ana
168903,Reynaldo Cristal Rosario,7B,Profe Juan
134699,Óscar Virginia Nava Reyna,6A,Profe Laura
608905,Estela Iván Cadena Blanco,6C,Profe Juan
610577,Dr. Augusto Piña,6C,Profe Juan
337608,Sr(a). José Regalado,7B,Profe Juan
161777,Dr. Adela Salinas,7A,Profe Juan
341141,Ing. Alvaro Alejandro,6B,Profe Carlos
924236,Rubén Ilse Jaimes Polanco,6A,Profe Ana
139226,Zacarías Marco Antonio Tamayo,7B,Profe Ana
935168,Carolina Aranda,7C,Profe Carlos
435202,Federico Alcántar Ozuna,6A,Profe Ana
606058,Soledad César Mejía,6C,Profe Juan
617567,Yeni Amador Batista,7C,Profe Carlos
300750,Ilse Victoria Brito,6A,Profe Juan
299115,Gustavo Miriam Mendoza Robles,6B,Profe Carlos
793265,Margarita Acevedo Hernández,7A,Profe Carlos
703209,Hermelinda Camacho Rubio,7A,Profe Ana
261458,Georgina Lorenzo Sosa Cazares,6A,Profe Laura
883238,Lic. Marcela Benítez,7A,Profe Carlos
662640,Amalia Manzanares Ruiz,7B,Profe Laura
752388,Ana Cuellar,6B,Profe Ana
925526,Hugo Hugo Patiño Farías,7A,Profe Juan
441220,Mtro. Andrea Gamez,6C,Profe Laura
946324,Mauro Archuleta Velázquez,7B,Profe Laura
967796,Marcos Lourdes Garica Santillán,7B,Profe Juan
420763,Marisela Mayorga,7C,Profe Carlos
612047,Pamela Jaime Angulo Franco,7A,Profe Ana
980031,Sr(a). Ernesto Vergara,6A,Profe Carlos
398553,Rafaél Nancy Matías,6A,Profe Ana
821806,Eva Violeta Aparicio,6C,Profe Juan
552945,María Cristina Modesto Heredia Roque,7A,Profe Carlos
588932,María Teresa Hurtado,6B,Profe Juan
311547,Rocío Esperanza Mena Aguayo,6B,Profe Carlos
683295,Graciela Raquel de León Arriaga,6C,Profe Juan
740467,Dr. Wendolin Rosario,7A,Profe Carlos
318567,Delia Andrés Roque Loera,6B,Profe Carlos
314049,Francisco María del Carmen Medrano,6A,Profe Ana
547726,Cynthia Valentín,6C,Profe Carlos
218175,Ramón Suárez Olivas,7A,Profe Ana
329627,Nelly Esparza Ferrer,7C,Profe Carlos
814686,Eugenia Tello Oquendo,7B,Profe Juan
392641,Federico Isaac Uribe,7C,Profe Juan
723285,Karla Murillo,7A,Profe Laura
363092,María del Carmen Zedillo,6A,Profe Ana
738377,Ing. Daniel Suárez,7A,Profe Carlos
523610,Sr(a). Marcela Perales,6A,Profe Juan
920747,René Murillo Munguía,6B,Profe Laura
462307,Juan Carlos Raquel Guerra,6A,Profe Ana
852717,Alberto Gaitán Alonso,7A,Profe Laura
744838,Juan Carlos Uribe Franco,7C,Profe Laura
840721,María Mayte Bañuelos,6B,Profe Laura
189436,Camilo Mondragón Bahena,7A,Profe Carlos
146647,Mtro. Guillermina Reynoso,7A,Profe Ana
760037,Rodolfo Cornejo Juárez,7C,Profe Ana
865433,Darío Rocha,7B,Profe Carlos
144992,María Eugenia Teresa Uribe Armas,7B,Profe Ana
891283,Olivia Zayas,7B,Profe Laura
406742,Emilia Raquel Luevano,6C,Profe Carlos
304601,Rosa Baeza,6C,Profe Carlos
176785,Nayeli Fabiola Alcántar Reynoso,7C,Profe Carlos
568218,Camilo Tomás Rosario Aranda,7B,Profe Ana
382746,Lic. Cristina Mesa,6B,Profe Carlos
689985,Ing. Óliver Gaitán,6B,Profe Ana
475099,Lucas Clemente Paredes,7B,Profe Juan
911631,Beatriz Dulce Puga Pedraza,6A,Profe Laura
770946,Bernabé Teodoro Lomeli Concepción,6B,Profe Carlos
508332,Sandra Maldonado Alvarez,7C,Profe Carlos
852055,Julio Marcela Rocha,6B,Profe Carlos
898546,Eugenio María Eugenia Alcaraz Arellano,6C,Profe Juan
927545,Mtro. Gustavo Paz,7C,Profe Juan
215842,Elvia Clemente Burgos Hinojosa,6A,Profe Laura
493062,Jorge Luis Escamilla,6B,Profe Laura
352410,Frida Dulce María Hernádez Benítez,6B,Profe Carlos
439734,Ing. Estela Calvillo,6B,Profe Laura
671052,Mtro. Isaac Miranda,7B,Profe Laura
581509,Pilar Luisa Camacho Palomino,6C,Profe Juan
650580,Abraham Alvarado,7A,Profe Carlos
745596,Zoé Villalpando,7C,Profe Ana
413414,Lic. Octavio Zapata,7B,Profe Ana
524801,Lorenzo Araceli Villarreal,7B,Profe Juan
316367,Raúl Héctor Cabrera,6C,Profe Laura
420407,Abelardo Hernádez,7B,Profe Laura
544366,Timoteo Yolanda Sanabria Vélez,7C,Profe Carlos
456782,Dr. Horacio Ramos,7C,Profe Juan
358058,Guadalupe Rosalia Gamez,6C,Profe Ana
427521,Enrique Gonzales Laureano,7B,Profe Juan
184936,Sessa Salinas Roldán,6C,Profe Carlos
931275,Eloy Jacobo Archuleta Ceja,6A,Profe Laura
572868,Mtro. Leonor Luevano,6A,Profe Ana
381460,Sr(a). Gabriela Granados,6C,Profe Juan
749767,Dulce Marcos Naranjo Casárez,7C,Profe Laura
949408,Alicia Matías,6A,Profe Laura
560390,Ing. Alberto Madera,6C,Profe Juan
954892,Jerónimo Jaime Hurtado Lomeli,6A,Profe Ana
204822,Sr(a). Elisa Perea,7B,Profe Laura
105181,Alfonso Alva,6B,Profe Juan
508537,Elena Leonor Luevano,7A,Profe Carlos
882813,Natalia Iván Orta,7C,Profe Laura
325785,Esther Munguía Palacios,7A,Profe Laura
589580,Pascual Noelia Corral,6A,Profe Juan
980615,Amador Romero,7C,Profe Ana
666166,Lic. Alejandro Loera,6B,Profe Laura
289473,Fidel Barraza Esquivel,7B,Profe Laura
307109,Norma Rosario Cabán,6C,Profe Ana
142412,José Briseño,6A,Profe Juan
505620,María Cristina Dalia Roldán Santacruz,6C,Profe Ana
390256,Mariana Rico,6C,Profe Juan
571557,Olga Uriel Rivas Pabón,7B,Profe Juan
699801,Wendolin Centeno Zaragoza,7C,Profe Carlos
636074,Margarita Rebeca Tórrez,6A,Profe Juan
665583,Lic. Rosa Báez,7B,Profe Laura
158868,Aurelio Alonzo Alonzo,7A,Profe Juan
876055,Lic. Óliver Galarza,7A,Profe Laura
517390,Rosa Guevara,6A,Profe Juan
870739,Dr. Ariadna Rincón,7A,Profe Ana
316933,Benjamín Concepción,7A,Profe Ana
986524,Benito Escalante Gaytán,7B,Profe Juan
659511,Marisol Luz Galván,6C,Profe Carlos
800329,Ana María Ramírez,7C,Profe Laura
131933,Amelia Reyes,6A,Profe Ana
441418,Abril Tomás Arroyo Molina,6A,Profe Laura
640827,Ing. Inés Zavala,7A,Profe Laura
217129,Guillermo Bruno Escalante Altamirano,6B,Profe Carlos
636671,Enrique Solorio,6C,Profe Juan
446522,Natividad Mónica Carrión,7A,Profe Laura
807270,Leticia Reynoso Almonte,7A,Profe Ana
730314,Itzel Galarza,7B,Profe Carlos
773172,Elias Dolores Marrero Flórez,7B,Profe Carlos
319879,Sr(a). Cynthia Tijerina,7A,Profe Laura
931301,Daniel Correa,7B,Profe Ana
744418,Oswaldo Tejeda,7A,Profe Laura
792018,Lic. Zeferino Hinojosa,6B,Profe Laura
751207,Alvaro Orosco,7B,Profe Carlos
204959,Dr. Gabriela Bueno,7B,Profe Juan
373500,Tania Quintana,7A,Profe Ana
125019,Eva Nicolás Apodaca Barrera,6A,Profe Juan
808031,Eric Aparicio,7B,Profe Laura
732732,Barbara Zepeda,7B,Profe Laura
951072,Roberto Rodríguez Treviño,6B,Profe Ana
673766,Fidel Maldonado,7A,Profe Ana
165675,Isabel Manuel Razo,6C,Profe Carlos
513309,Adriana López Morales,7A,Profe Laura
116423,Mtro. Gabriela Estrada,7B,Profe Laura
604241,Sr(a). Uriel Peres,7B,Profe Laura
497627,Claudio Baeza,6A,Profe Carlos
589202,Celia Cantú,7C,Profe Carlos
325891,Jerónimo Leyva,7C,Profe Juan
445250,Verónica Nájera Ordóñez,7A,Profe Ana
514757,Ángel Manuel Bustamante Zelaya,7A,Profe Laura
834260,Martha Ramírez,6A,Profe Ana
812377,Benito Chapa,6C,Profe Juan
855563,Ing. César Carrillo,6C,Profe Laura
796696,Yeni Aragón Aguilera,7C,Profe Carlos
242178,Alfonso Pineda,7C,Profe Ana
328053,María Eugenia Griego,7B,Profe Carlos
403529,Sessa Porfirio Munguía Tamayo,7B,Profe Carlos
748829,Sr(a). Raúl Carranza,6A,Profe Carlos
176245,Alfonso Omar Quiñónez Rojas,7A,Profe Juan
679472,Lic. Abelardo Paz,7C,Profe Juan
314072,Pilar Barrios,7A,Profe Laura
924079,Aurora Casillas,6B,Profe Laura
135806,Pamela Armenta Matías,6C,Profe Carlos
908345,Estela Dulce María Solorzano,6B,Profe Laura
167996,Jos Monroy,7B,Profe Laura
655204,Yolanda Montero Tórrez,7B,Profe Carlos
416027,Elvira Amalia Gracia,7C,Profe Ana
666387,Alberto Jonás Montaño,6B,Profe Carlos
103133,Leonardo Úrsula Nájera Tapia,6A,Profe Carlos
770553,Sr(a). David Noriega,7B,Profe Ana
751243,Francisca Omar Manzanares,6C,Profe Laura
973869,Mateo Montemayor Rosado,6C,Profe Juan
986316,Hermelinda Nájera Serrano,6C,Profe Juan
733866,Estefanía Tomás Páez,6B,Profe Ana
798671,Rufino Mondragón,7A,Profe Ana
422221,Marcela Ramírez Jaime,7C,Profe Ana
831594,Gabriel Bustos Baca,7B,Profe Juan
777978,Dr. Clara Miramontes,6A,Profe Ana
746152,Mtro. Nadia Lugo,6A,Profe Laura
378043,Estefanía Julio César Merino Rojo,7C,Profe Ana
323082,Beatriz Fuentes Terán,6C,Profe Laura
156354,Mariana Gonzalo Barrera Nájera,7A,Profe Laura
748285,Adriana González Madera,6B,Profe Carlos
919254,Bernardo Dalia Garrido Ozuna,7C,Profe Carlos
524349,Dr. Daniel Villa,7B,Profe Laura
951604,Concepción Chacón Zambrano,7B,Profe Carlos
673362,Germán Espinal Nájera,6B,Profe Laura
950445,Dr. Amador Saldaña,7B,Profe Juan
747882,Norma Almaraz,6B,Profe Carlos
511630,Sr(a). Natividad Casillas,7A,Profe Carlos
558909,Dr. Úrsula Dávila,7C,Profe Juan
707900,Pamela Marisol López,7B,Profe Carlos
689146,Mtro. Oswaldo Patiño,6B,Profe Carlos
774008,Mtro. Rosario Garica,6C,Profe Laura
118906,Natividad Robles,7B,Profe Juan
195554,Diana Barela Echeverría,7B,Profe Juan
507528,Mtro. Ariadna Torres,7B,Profe Juan
390932,Aida Cristobal Canales,6C,Profe Carlos
414583,María Teresa Vargas Iglesias,7C,Profe Laura
480872,Dulce Bruno Alonzo,6A,Profe Laura
940100,Estela Alberto Mora,7B,Profe Juan
753622,Adalberto Lomeli,6C,Profe Juan
934117,Sr(a). Horacio Navarro,7C,Profe Carlos
191853,Liliana Heredia Montero,6A,Profe Carlos
814143,Dulce Julia Girón,6A,Profe Ana
477256,Karla Laureano Benavídez,6A,Profe Laura
535211,Reynaldo Jonás Cisneros Arias,6C,Profe Juan
806598,Sr(a). Dolores Bonilla,6C,Profe Laura
504024,Liliana Saiz Guardado,6C,Profe Ana
843851,Alvaro Héctor Aguayo Portillo,7B,Profe Ana
872807,Rufino Esparza Prado,6C,Profe Carlos
691700,Lic. Fidel Gollum,6C,Profe Carlos
384704,Patricia Alemán,7B,Profe Carlos
784412,Lic. Anel Aguayo,6B,Profe Juan
991724,Adalberto Rangel,7B,Profe Ana
980181,Alvaro Elena Morales,6A,Profe Ana
842732,Felipe Arreola Collado,7A,Profe Juan
862958,Graciela Tejeda,7A,Profe Juan
964546,Dr. Emilia Quintanilla,7A,Profe Juan
634384,Benito Aida Villalpando Piña,6B,Profe Carlos
414448,Asunción Godínez Batista,6C,Profe Carlos
597901,Concepción Roldán Durán,7A,Profe Ana
607152,José María Evelio Ávalos Miranda,6C,Profe Carlos
142715,Alicia Clemente Figueroa Guillen,7A,Profe Ana
789883,Ing. Nelly Cruz,7C,Profe Carlos
962140,Itzel Centeno,6B,Profe Laura
171377,Lucía Sáenz Gaona,6A,Profe Juan
456263,Jonás Linda Orta Meza,7C,Profe Ana
823233,Juan Mora,7A,Profe Laura
718853,Alfredo Carolina Saucedo Carrera,7C,Profe Ana
830772,Augusto Violeta Briseño,6B,Profe Ana
575335,Sr(a). Lilia Ocasio,6A,Profe Ana
780391,Reynaldo Saiz Zarate,6B,Profe Ana
908328,Daniel Ojeda Reyes,7B,Profe Juan
807203,Angélica Israel Burgos Laureano,7B,Profe Laura
969099,Paola Adela Flores Bustos,7C,Profe Carlos
608748,Lic. Luisa Aguilera,6A,Profe Carlos
289584,Sergio Martínez,6A,Profe Juan
495387,Mtro. Augusto Rosario,7A,Profe Laura
454488,Mtro. Lorenzo Ojeda,6B,Profe Laura
246107,Aida Gerónimo Vélez González,6C,Profe Ana
664853,Gregorio Herrera Alfaro,6A,Profe Laura
114093,Israel Alejandra Padrón,7B,Profe Ana
485431,Nadia Parra Herrera,7C,Profe Laura
496615,Zoé Arriaga,6C,Profe Juan
811104,Ernesto Natalia Alfaro Rosado,6B,Profe Ana
615488,María Cristina Nadia Botello,6C,Profe Ana
957154,Cristobal Alfredo Guzmán Sepúlveda,7C,Profe Ana
588238,Amalia Jacinto Orta Ulibarri,6B,Profe Laura
589924,Elvia Camila Valles Carbajal,6A,Profe Laura
363529,Armando Rendón,7C,Profe Juan
746190,Rebeca Solano,7B,Profe Carlos
106395,Irene Mayte Navarro,6C,Profe Ana
673266,Ing. Yolanda Aparicio,6B,Profe Laura
677445,Dulce María Camarillo Porras,7B,Profe Juan
488209,Natividad Gaona,7A,Profe Laura
535460,Carmen Guillermo Ulloa Cabrera,7C,Profe Laura
522894,Ing. Lourdes Garay,7C,Profe Laura
228732,Judith Villalobos,6A,Profe Laura
229926,Florencia Ana María Guerrero Madera,6B,Profe Ana
498978,Salma Gabino Mayorga,7A,Profe Carlos
341720,Mtro. Helena Pulido,6A,Profe Juan
628188,Paulina Portillo Rodarte,7C,Profe Carlos
492472,Silvia Almonte,7A,Profe Laura
307048,Nicolás Augusto Montemayor,6B,Profe Laura
342414,Manuel Amador Rodarte,6A,Profe Laura
762593,Berta Barrios,7A,Profe Ana
280062,José Emilio Reséndez Zelaya,6C,Profe Ana
298700,Alvaro Saiz,7C,Profe Juan
644658,Nayeli Olivares Casas,7C,Profe Juan
357258,Bernardo Cornelio Acosta Villa,7A,Profe Juan
103752,Ana Luisa Frías,6A,Profe Juan
524818,Araceli Carranza,7C,Profe Carlos
760061,Indira Mauricio Delgado,6C,Profe Ana
463124,Magdalena Rubio,6A,Profe Carlos
698159,Ramón Armenta Raya,6B,Profe Juan
486935,Alta  Gracia Villagómez,7C,Profe Laura
558529,Arcelia Adriana Raya Zamudio,6B,Profe Ana
601868,Victoria Cristina Vera Robledo,6B,Profe Laura
642667,Dulce María María del Carmen Serna Uribe,6C,Profe Juan
964701,Elias Carmona,7B,Profe Ana
764669,Sr(a). Emiliano Ortiz,6B,Profe Ana
149833,Rubén Ruby Verdugo,6B,Profe Laura
916583,Soledad Meraz Tello,7C,Profe Juan
480985,Olivia Alma Baeza Marrero,7B,Profe Carlos
121539,Mtro. Abraham Colunga,7C,Profe Ana
378803,Karina Yolanda Bravo,7A,Profe Carlos
490348,Karla Berta Bermúdez Valverde,7A,Profe Ana
737505,Tomás Bernal,7C,Profe Carlos
463132,Dulce Raúl Arias,6C,Profe Laura
784107,Horacio Germán Mota,6C,Profe Juan
452989,Lic. Bernabé León,6C,Profe Ana
672923,Sessa Rivera Suárez,6B,Profe Juan
941308,Oswaldo Jaqueline Ozuna Jaime,7B,Profe Juan
947679,Jorge Rael Grijalva,6B,Profe Ana
618135,Luis Uribe,7A,Profe Ana
189985,Luisa Acuña,6B,Profe Laura
926894,Ing. Rocío Rojo,7A,Profe Ana
476849,Luis Mauro Oquendo,7A,Profe Ana
671293,Isabela de la Crúz Prieto,6B,Profe Carlos
536766,Eloisa Almanza,6B,Profe Juan
220517,Yuridia Montemayor Quintero,7C,Profe Carlos
247475,Araceli Guillermina Rangel,6C,Profe Juan
849380,Isabel Blanca Sepúlveda Jiménez,7B,Profe Carlos
762363,Sr(a). Bernardo Soto,6A,Profe Carlos
857405,Yeni Esquivel Reséndez,6A,Profe Ana
980991,Rodolfo Mariana Lebrón,6C,Profe Laura
434724,Juana Inés Sandoval,7B,Profe Juan
805449,Humberto Sevilla Maya,6C,Profe Ana
458188,Ing. Rufino Moya,7B,Profe Carlos
433894,Gregorio Minerva Colón Ceballos,7B,Profe Carlos
853812,Lic. Ignacio Murillo,6C,Profe Juan
609588,Ariadna Citlali del Río Arguello,7B,Profe Juan
500916,Carlota Lozada,7A,Profe Juan
381146,Wilfrido Partida Chapa,6B,Profe Juan
942482,Alonso Altamirano,7B,Profe Juan
382925,Indira Posada Jaramillo,7B,Profe Carlos
436854,Ricardo Cornejo,6C,Profe Carlos
266061,Sr(a). Humberto Maestas,6C,Profe Juan
216455,Sergio Meza,6A,Profe Juan
625501,Porfirio Silvia Sisneros,6C,Profe Carlos
153192,Sr(a). Yuridia Garrido,7C,Profe Carlos
669938,Amalia Rodrigo Estrada Baeza,6B,Profe Laura
476011,Hugo Juan Suárez,6A,Profe Ana
679524,Juan Rosario Tamez,7B,Profe Ana
649666,Fabiola María Luisa Gollum Barreto,7A,Profe Juan
894311,Mitzy Arriaga,6A,Profe Laura
347070,Beatriz Cecilia Rivero de Jesús,6B,Profe Juan
166192,Emiliano Sandoval,7C,Profe Carlos
206298,Ernesto Valencia,6B,Profe Ana
596514,Zacarías Tejada,7C,Profe Ana
542907,Zeferino Dueñas,6B,Profe Ana
861110,Cristal Olivia Puga Menéndez,7C,Profe Laura
201175,Eduardo Zayas,7A,Profe Laura
716787,Diana David Godoy Corona,7A,Profe Ana
282048,Alfonso Ojeda Muro,6B,Profe Ana
301997,Guadalupe Valenzuela Lozano,6A,Profe Ana
512967,Mtro. Carla Vallejo,7A,Profe Carlos
499847,Raúl Corral,7B,Profe Juan
531725,Diana Báez,6B,Profe Carlos
556430,Sr(a). Oswaldo Peralta,6C,Profe Laura
956363,Mtro. Maximiliano Ordóñez,6C,Profe Juan
503640,Evelio Gutiérrez Valle,7A,Profe Laura
108182,Yuridia Madrid Gracia,7C,Profe Juan
178451,Genaro Benavídez Naranjo,7C,Profe Ana
194421,Mtro. Amador Peña,6C,Profe Juan
154256,Flavio Cardenas Chacón,6B,Profe Laura
585687,Dalia Salma Rangel Anguiano,7B,Profe Carlos
731963,Berta Adame,6B,Profe Laura
863903,Irma Luna Archuleta,7C,Profe Carlos
255942,Mtro. Gloria Brito,6C,Profe Carlos
893302,Mario Pedro Camacho,7C,Profe Carlos
801366,Bernardo Nadia Ponce Meza,7A,Profe Juan
473792,Eugenia Felix Chapa Guardado,7C,Profe Laura
689092,José Eduardo Cristian Alcántar Córdova,7A,Profe Ana
632229,Ramiro Alfonso del Valle,6B,Profe Laura
560482,Liliana Ulloa Muñiz,6C,Profe Ana
173134,Wendolin Montemayor Altamirano,7B,Profe Carlos
723510,Noemí María Teresa Juárez,6C,Profe Laura
949475,Diana José Salgado Hernández,6B,Profe Laura
493530,Dr. Javier Ramos,7B,Profe Carlos
891305,Armando Arcelia Pulido Cervántez,6C,Profe Ana
191020,Mtro. Camilo Romero,7A,Profe Ana
439466,Julia Margarita Linares,6C,Profe Carlos
713209,Citlali Bermúdez,7A,Profe Laura
611914,José María Mateo Alcaraz,7A,Profe Ana
425745,Gerardo Sierra Arreola,6B,Profe Carlos
685151,Natividad Gabriel Gastélum López,6C,Profe Carlos
473819,Joaquín Carmona,6C,Profe Juan
548865,Emilio Girón,6C,Profe Juan
341588,Sr(a). Diana Alcántar,6B,Profe Laura
929009,Karla Gerardo Cardona Mojica,6B,Profe Ana
631077,Débora Robledo,6A,Profe Ana
168556,Beatriz Treviño,6A,Profe Laura
721197,Mitzy Elvira Garica,7B,Profe Carlos
285687,Alvaro Meraz,6C,Profe Juan
576316,Bianca Velásquez Aguilar,6B,Profe Carlos
517698,Laura Acevedo Mata,6C,Profe Ana
503820,Sr(a). Alvaro Romo,7A,Profe Laura
473827,Eugenio Zúñiga Garibay,6A,Profe Ana
188585,Rodrigo Vega,7C,Profe Juan
623692,Roberto Iglesias Córdova,6C,Profe Juan
375818,Adela Ana Luisa Valles Paredes,7B,Profe Laura
344800,Graciela Pedraza,7C,Profe Laura
188319,Sr(a). Emilia Enríquez,6C,Profe Carlos
638838,Antonio Natalia Morales Garay,6C,Profe Ana
750707,Clara Antonio Bétancourt Blanco,6C,Profe Laura
486171,Mtro. Miguel Nazario,7C,Profe Ana
402796,Mauricio Sevilla Negrete,6A,Profe Juan
152429,Ignacio Angulo,7C,Profe Juan
744656,Sr(a). Socorro Ochoa,6C,Profe Juan
224720,Micaela Fidel Ozuna,6C,Profe Carlos
945934,Miriam César Narváez de la Garza,7A,Profe Carlos
843007,Tomás Correa,7A,Profe Ana
633705,Ignacio Miguel Rodarte,7A,Profe Carlos
594554,Marisol Leticia Fonseca,6A,Profe Laura
726819,Estela Escamilla,7C,Profe Ana
158272,Elena José Manuél Acevedo Aguilera,7C,Profe Carlos
902591,Nayeli Rodarte Rangel,6B,Profe Ana
449967,Abel Juana Olmos,7C,Profe Juan
189716,Raquel Godínez Carranza,6C,Profe Juan
